"ath1_probe";"probe_target_number";"FC_35LFY_Ler_GSE911";"pfp_35LFY_Ler_GSE911";"P.value_35LFY_Ler_GSE911";"FC_DexCyclo_Cyclo_GSE911";"pfp_FC_DexCyclo_Cyclo_GSE911";"P.value_FC_DexCyclo_Cyclo_GSE911";"FC_DEX_MOCK_GSE911";"pfp_DEX_MOCK_GSE911";"P.value_DEX_MOCK_GSE911";"FC_LFYGR_WT_GSE28062";"pfp_LFYGR_WT_GSE28062";"P.value_LFYGR_WT_GSE28062";"Locus.Identifier";"Annotation"
"246272_at";1372;2.2375;"0.0623";"0,0003";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT4G37150";"esterase, putative"
"246273_at";1373;14.3775;"0";"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT4G36700";"cupin family protein"
"246274_at";1374;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6029;"0.0251";"0,0009";"AT4G36620";"zinc finger (GATA type) family protein"
"246275_at";1375;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3592;"0,0008";"0";"AT4G36540";"BEE2 (BR ENHANCED EXPRESSION 2); DNA binding / transcription factor"
"246283_at";1383;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5414;"0.0161";"0,0002";"AT4G36860";"zinc ion binding"
"246293_at";1393;2.5435;"0.0465";"0,0002";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT3G56710";"SIB1 (SIGMA FACTOR BINDING PROTEIN 1); binding"
"246310_at";1410;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1506;"0";"0";"AT3G51895";"SULTR3;1 (SULFATE TRANSPORTER 1); sulfate transmembrane transporter"
"246331_at";1431;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.8773;"0.0025";"0";"AT3G44820";"phototropic-responsive NPH3 family protein"
"246340_s_at";1440;2.4255;"0.0612";"0,0003";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT3G44860;AT3G44870";"[AT3G44860, FAMT (FARNESOIC ACID CARBOXYL-O-METHYLTRANSFERASE); S-adenosylmethionine-dependent methyltransferase/ farnesoic acid O-methyltransferase];[AT3G44870, S-adenosyl-L-methionine:carboxyl methyltransferase family protein]"
"246346_at";1446;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5657;"0.0158";"0,0005";"AT3G56810";"unknown protein"
"246376_at";1476;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6572;"0.0338";"0.0014";"AT1G51950";"IAA18 (indoleacetic acid-induced protein 18); transcription factor"
"246383_at";1483;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3923;"0.0736";"0.0023";"AT1G77360";"pentatricopeptide (PPR) repeat-containing protein"
"246390_at";1490;0.4189;"0.0541";"0,0002";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT1G77330";"1-aminocyclopropane-1-carboxylate oxidase, putative / ACC oxidase, putative"
"246396_at";1496;NA;NA;NA;2.5887;0.0812;"0,0002";NA;NA;NA;1.7863;"0.0019";"0";"AT1G58180";"carbonic anhydrase family protein / carbonate dehydratase family protein"
"246401_at";1501;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3316;"0,0004";"0";"AT1G57560";"AtMYB50 (myb domain protein 50); DNA binding / transcription factor"
"246420_at";1520;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3891;"0.0636";"0.0018";"AT5G16870";"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G03010.1); similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G03010.2); similar to hypothetical protein [Vitis vinifera] (GB:CAN83813.1); contains InterPro domain Peptidyl-tRNA hydrolase, PTH2 (InterPro:IPR002833)"
"246432_at";1532;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4449;"0.0427";"0.001";"AT5G17490";"RGL3 (RGA-LIKE 3); transcription factor"
"246449_at";1549;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.6202;"0.0079";"0,0001";"AT5G16810";"ATP binding / protein kinase"
"246450_at";1550;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4152;"0.0531";"0.0014";"AT5G16820";"HSF3 (HEAT SHOCK FACTOR 3); DNA binding / transcription factor"
"246462_at";1562;0.4409;"0.0634";"0,0003";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT5G16940";"carbon-sulfur lyase"
"246463_at";1563;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.0317;"0,0008";"0";"AT5G16970";"AT-AER (ALKENAL REDUCTASE); 2-alkenal reductase"
"246466_at";1566;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4783;"0.028";"0,0005";"AT5G17010";"sugar transporter family protein"
"246471_s_at";1571;0.4551;"0.0746";"0,0004";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT5G17100;AT5G17110";"[AT5G17100, similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G17110.1); contains InterPro domain Cystatin-related, plant (InterPro:IPR006525)];[AT5G17110, similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G17100.1); contains InterPro domain Cystatin-related, plant (InterPro:IPR006525)]"
"246483_at";1583;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3622;"0.001";"0";"AT5G16000";"NIK1 (NSP-INTERACTING KINASE 1); kinase"
"246485_at";1585;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4623;"0.0051";"0,0001";"AT5G16080";"ATCXE17 (ARABIDOPSIS THALIANA CARBOXYESTERASE 17); hydrolase"
"246493_at";1593;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3409;"0.0834";"0.0029";"AT5G16180";"ATCRS1/CRS1 (ARABIDOPSIS ORTHOLOG OF MAIZE CHLOROPLAST SPLICING FACTOR CRS1)"
"246496_at";1596;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3742;"0.0975";"0.0037";"AT5G16210";"HEAT repeat-containing protein"
"246516_at";1616;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5047;"0.0069";"0,0002";"AT5G15740";"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G02250.1); similar to hypothetical protein [Cleome spinosa] (GB:ABD96934.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO49221.1); similar to hypothetical protein [Cleome spinosa] (GB:ABD96844.1); contains InterPro domain Protein of unknown function DUF246, plant (InterPro:IPR004348)"
"246519_at";1619;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5351;"0.01";"0,0003";"AT5G15780";"pollen Ole e 1 allergen and extensin family protein"
"246522_at";1622;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3693;"0.0011";"0";"AT5G15830";"ATBZIP3 (ARABIDOPSIS THALIANA BASIC LEUCINE-ZIPPER 3); DNA binding / transcription factor"
"246525_at";1625;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.641;"0.0108";"0,0001";"AT5G15840";"CO (CONSTANS); transcription factor/ zinc ion binding"
"246526_at";1626;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4266;"0.0034";"0,0001";"AT5G15720";"GLIP7 (GDSL-motif lipase 7); carboxylesterase"
"246531_at";1631;9.4594;"0,0008";"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT5G15800";"SEP1 (SEPALLATA1); DNA binding / transcription factor"
"246551_at";1651;NA;NA;NA;13.4971;0.0056;"0";NA;NA;NA;NA;NA;NA;"AT5G15070";"acid phosphatase/ oxidoreductase/ transition metal ion binding"
"246562_at";1662;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4473;"0.0036";"0,0001";"AT5G15580";"LNG1 (LONGIFOLIA1)"
"246566_at";1666;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1392;"0";"0";"AT5G14940";"proton-dependent oligopeptide transport (POT) family protein"
"246568_at";1668;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.454;"0.0416";"0,0009";"AT5G14960";"DEL2/E2FD/E2L1 (DP-E2F-LIKE 2); DNA binding / transcription factor"
"246585_at";1685;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4237;"0.0029";"0";"AT5G14750";"ATMYB66/WER/WER1 (WEREWOLF 1); DNA binding / protein binding / transcription factor/ transcription regulator"
"246596_at";1696;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5496;"0.0219";"0,0008";"AT5G14740";"CA2 (BETA CARBONIC ANHYDRASE 2); carbonate dehydratase/ zinc ion binding"
"246597_at";1697;NA;NA;NA;3.6115;0.0268;"0";5.3119;0.0126;"0";11.7303;"0";"0";"AT5G14760";"AO (L-ASPARTATE OXIDASE); L-aspartate oxidase"
"246622_at";1722;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6969;"0.0631";"0.0031";"AT5G36250";"protein phosphatase 2C, putative / PP2C, putative"
"246652_at";1752;NA;NA;NA;NA;NA;NA;0.2074;0.0382;"0,0001";NA;NA;NA;"AT5G35190";"proline-rich extensin-like family protein"
"246700_at";1800;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0861;"0";"0";"AT5G28030";"cysteine synthase, putative / O-acetylserine (thiol)-lyase, putative / O-acetylserine sulfhydrylase, putative"
"246755_at";1855;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3584;"0.0736";"0.0023";"AT5G27920";"F-box family protein"
"246777_at";1877;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5802;"0.0161";"0,0005";"AT5G27420";"zinc finger (C3HC4-type RING finger) family protein"
"246779_at";1879;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.517;"0.0281";"0,0005";"AT5G27520";"mitochondrial substrate carrier family protein"
"246802_at";1902;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.564;"0.0174";"0,0006";"AT5G27000";"ATK4 (ARABIDOPSIS THALIANA KINESIN 4); microtubule motor"
"246814_at";1914;0.4839;"0.0934";"0,0007";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT5G27200";"ACP5 (ACYL CARRIER PROTEIN 5); acyl carrier"
"246815_at";1915;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5835;"0.018";"0,0006";"AT5G27220";"protein transport protein-related"
"246827_at";1927;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6114;"0.0295";"0.0012";"AT5G26330";"plastocyanin-like domain-containing protein / mavicyanin, putative"
"246842_at";1942;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.72;"0.08";"0.0042";"AT5G26731";"unknown protein"
"246844_at";1944;0.433;"0.0643";"0,0003";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT5G26660";"ATMYB4 (myb domain protein 4); transcription repressor"
"246855_at";1955;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4525;"0.0362";"0,0007";"AT5G26280";"meprin and TRAF homology domain-containing protein / MATH domain-containing protein"
"246861_at";1961;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3065;"0,0003";"0";"AT5G25890";"IAA28 (IAA-ALANINE RESISTANT 2); transcription factor"
"246891_at";1991;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.231;"0";"0";"AT5G25490";"zinc finger (Ran-binding) family protein"
"246902_at";2002;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3553;"0.0755";"0.0024";"AT5G25640";"similar to rhomboid family protein [Arabidopsis thaliana] (TAIR:AT5G25752.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO44068.1); contains InterPro domain Peptidase S54, rhomboid; (InterPro:IPR002610)"
"246911_at";2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4073;"0.0021";"0";"AT5G25810";"TNY (TINY); DNA binding / transcription factor"
"246917_at";2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6868;"0.0581";"0.0028";"AT5G25280";"serine-rich protein-related"
"246919_at";2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.359;"0,0008";"0";"AT5G25460";"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G11420.1); similar to unknown [Ricinus communis] (GB:CAB02653.1); contains InterPro domain Protein of unknown function DUF642 (InterPro:IPR006946)"
"246926_at";2026;2.6577;"0.0439";"0,0002";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT5G25240";"similar to NHL repeat-containing protein [Arabidopsis thaliana] (TAIR:AT5G14890.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO67727.1)"
"246930_at";2030;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4287;"0.0026";"0";"AT5G25220";"KNAT3 (KNOTTED1-LIKE HOMEOBOX GENE 3); transcription factor"
"246932_at";2032;2.9189;"0.0365";"0,0001";NA;NA;NA;NA;NA;NA;0.2839;"0,0002";"0";"AT5G25190";"ethylene-responsive element-binding protein, putative"
"246933_at";2033;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3424;"0,0006";"0";"AT5G25160";"ZFP3 (ZINC FINGER PROTEIN 3); nucleic acid binding / transcription factor/ zinc ion binding"
"246947_at";2047;0.3527;"0.0333";"0,0001";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT5G25120";"CYP71B11 (cytochrome P450, family 71, subfamily B, polypeptide 11); oxygen binding"
"246962_s_at";2062;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4951;"0.0217";"0,0003";"AT5G24800";"ATBZIP9/BZO2H2 (BASIC LEUCINE ZIPPER O2 HOMOLOG 2); DNA binding / protein heterodimerization/ transcription factor"
"246978_at";2078;NA;NA;NA;5.4541;0.017;"0";NA;NA;NA;1.5646;"0.0257";"0,0005";"AT5G24910";"CYP714A1 (cytochrome P450, family 714, subfamily A, polypeptide 1); oxygen binding"
"246983_at";2083;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5549;"0.0181";"0,0006";"AT5G67200";"leucine-rich repeat transmembrane protein kinase, putative"
"246986_at";2086;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4711;"0.0045";"0,0001";"AT5G67280";"RLK (RECEPTOR-LIKE KINASE); ATP binding / kinase/ protein serine/threonine kinase"
"246987_at";2087;1.9492;"0.1";"0,0007";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT5G67300";"ATMYB44/ATMYBR1/MYBR1 (MYB DOMAIN PROTEIN 44); DNA binding / transcription factor"
"246990_at";2090;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4717;"0.0046";"0,0001";"AT5G67360";"ARA12; subtilase"
"246991_at";2091;NA;NA;NA;NA;NA;NA;0.1745;0.0178;"0";NA;NA;NA;"AT5G67400";"peroxidase 73 (PER73) (P73) (PRXR11)"
"246998_at";2098;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7119;"0.0851";"0.0046";"AT5G67370";"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G11840.1); similar to hypothetical protein [Vitis vinifera] (GB:CAN75014.1); contains InterPro domain Protein of unknown function DUF1230 (InterPro:IPR009631)"
"247001_at";2101;3.1188;"0.0317";"0,0001";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT5G67330";"ATNRAMP4 (Arabidopsis natural resistance-associated macrophage (NRAMP) protein 4); manganese ion transmembrane transporter/ metal ion transmembrane transporter"
"247013_at";2113;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4141;"0.0474";"0.0012";"AT5G67480";"BT4 (BTB AND TAZ DOMAIN PROTEIN 4); protein binding / transcription regulator"
"247023_at";2123;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.1064;"0";"0";"AT5G67060";"HEC1 (HECATE 1); transcription factor"
"247038_at";2138;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.681;"0.0626";"0.0031";"AT5G67160";"transferase family protein"
"247044_at";2144;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5202;"0.0189";"0,0003";"AT5G66850";"MAPKKK5 (Mitogen-activated protein kinase kinase kinase 5); kinase"
"247049_at";2149;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4128;"0.0464";"0.0011";"AT5G66440";"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT4G34560.1); similar to hypothetical protein [Thellungiella halophila] (GB:ABB45849.1)"
"247063_at";2163;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3702;"0.0745";"0.0024";"AT5G66820";"similar to hypothetical protein [Vitis vinifera] (GB:CAN66294.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO23751.1)"
"247066_at";2166;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5275;"0.0117";"0,0003";"AT5G66940";"Dof-type zinc finger domain-containing protein"
"247069_at";2169;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7208;"0.082";"0.0044";"AT5G66920";"SKS17 (SKU5 Similar 17); copper ion binding / oxidoreductase"
"247081_at";2181;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.7127;"0.0049";"0";"AT5G66130";"ATRAD17 (RADIATION SENSITIVE)"
"247085_at";2185;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.642;"0.0449";"0.002";"AT5G66310";"kinesin motor family protein"
"247086_at";2186;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7081;"0.0633";"0.0032";"AT5G66320";"zinc finger (GATA type) family protein"
"247087_at";2187;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.1027;"0,0006";"0";"AT5G66330";"leucine-rich repeat family protein"
"247116_at";2216;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7087;"0.07";"0.0036";"AT5G65970";"MLO10 (MILDEW RESISTANCE LOCUS O 10); calmodulin binding"
"247118_at";2218;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6597;"0.0609";"0.003";"AT5G65890";"ACR1 (ACT DOMAIN REPEAT 1)"
"247128_at";2228;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4765;"0.0291";"0,0005";"AT5G66110";"metal ion binding"
"247136_at";2236;0.2414;"0.0045";"0";NA;NA;NA;NA;NA;NA;0.7194;"0.0777";"0.0041";"AT5G66170";"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G17850.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO48196.1); contains InterPro domain Rhodanese-like (InterPro:IPR001763)"
"247142_at";2242;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4114;"0.0637";"0.0018";"AT5G65570";"pentatricopeptide (PPR) repeat-containing protein"
"247145_at";2245;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3342;"0,0005";"0";"AT5G65600";"legume lectin family protein / protein kinase family protein"
"247146_at";2246;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6606;"0.0451";"0.002";"AT5G65610";"unknown protein"
"247151_at";2251;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.294;"0,0002";"0";"AT5G65640";"BHLH093 (BETA HLH PROTEIN 93); DNA binding / transcription factor"
"247154_at";2254;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.699;"0.092";"0.0051";"AT5G65710";"HSL2 (HAESA-LIKE 2); ATP binding / kinase/ protein serine/threonine kinase"
"247162_at";2262;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5275;"0.0183";"0,0003";"AT5G65730";"xyloglucan:xyloglucosyl transferase, putative / xyloglucan endotransglycosylase, putative / endo-xyloglucan transferase, putative"
"247166_at";2266;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3331;"0.0853";"0.003";"AT5G65840";"similar to antioxidant/ oxidoreductase [Arabidopsis thaliana] (TAIR:AT2G37240.1); similar to hypothetical protein [Vitis vinifera] (GB:CAN81556.1); contains InterPro domain Thioredoxin-like fold (InterPro:IPR012336); contains InterPro domain Thioredoxin fold (InterPro:IPR012335)"
"247169_at";2269;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.6852;"0.0057";"0,0001";"AT5G65520";"binding"
"247170_at";2270;0.4853;"0.0938";"0,0007";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT5G65530";"protein kinase, putative"
"247175_at";2275;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5023;"0.0062";"0,0001";"AT5G65280";"GCL1 (GCR2-LIKE 1); catalytic"
"247189_at";2289;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.3394;"0,0001";"0";"AT5G65390";"AGP7 (Arabinogalactan protein 7)"
"247196_at";2296;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2168;"0";"0";"AT5G65510";"AIL7 (AINTEGUMENTA-LIKE 7); DNA binding / transcription factor"
"247199_at";2299;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5372;"0.01";"0,0003";"AT5G65210";"TGA1; DNA binding / calmodulin binding / transcription factor"
"247211_at";2311;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4954;"0.0265";"0,0005";"AT5G64880";"unknown protein"
"247219_at";2319;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3814;"0.0586";"0.0016";"AT5G64920";"CIP8 (COP1-INTERACTING PROTEIN 8); protein binding / zinc ion binding"
"247240_at";2340;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6745;"0.0522";"0.0025";"AT5G64660";"U-box domain-containing protein"
"247246_at";2346;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6063;"0.0205";"0,0007";"AT5G64620";"C/VIF2 (CELL WALL / VACUOLAR INHIBITOR OF FRUCTOSIDASE 2); pectinesterase inhibitor"
"247251_at";2351;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6994;"0.0565";"0.0027";"AT5G64740";"CESA6 (CELLULOSE SYNTHASE 6); transferase, transferring glycosyl groups"
"247264_at";2364;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5545;"0.021";"0,0007";"AT5G64530";"ANAC104/XND1 (Arabidopsis NAC domain containing protein 104); transcription factor"
"247265_at";2365;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7025;"0.0773";"0.004";"AT5G64550;AT5G64552";"[AT5G64550, loricrin-related];[AT5G64552, CPuORF22 (Conserved peptide upstream open reading frame 22)]"
"247286_at";2386;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4671;"0.0284";"0,0005";"AT5G64280";"DIT2.2 (DICARBOXYLATE TRANSPORTER 2.2); oxoglutarate:malate antiporter"
"247288_at";2388;NA;NA;NA;NA;NA;NA;0.2328;0.0475;"0,0001";0.4629;"0.0047";"0,0001";"AT5G64330";"NPH3 (NON-PHOTOTROPIC HYPOCOTYL 3); signal transducer"
"247305_at";2405;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3983;"0.0656";"0.0019";"AT5G63905";"unknown protein"
"247312_at";2412;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4777;"0.028";"0,0005";"AT5G63970";"copine-related"
"247319_at";2419;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.7703;"0.0034";"0";"AT5G64050";"ATERS/ERS/OVA3 (OVULE ABORTION 3); glutamate-tRNA ligase"
"247326_at";2426;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6846;"0.0485";"0.0022";"AT5G64110";"peroxidase, putative"
"247327_at";2427;2.7278;"0.0399";"0,0001";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT5G64120";"peroxidase, putative"
"247337_at";2437;0.3908;"0.0446";"0,0001";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT5G63660";"LCR74/PDF2.5 (Low-molecular-weight cysteine-rich 74)"
"247339_at";2439;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4692;"0.0313";"0,0006";"AT5G63690";"similar to hypothetical protein [Vitis vinifera] (GB:CAN67844.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO22434.1); contains InterPro domain Nucleic acid-binding, OB-fold (InterPro:IPR012340); contains InterPro domain Nucleic acid-binding, OB-fold-like (InterPro:IPR016027)"
"247348_at";2448;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6413;"0.031";"0.0012";"AT5G63810";"BGAL10 (beta-galactosidase 10); beta-galactosidase"
"247353_at";2453;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4079;"0.0462";"0.0011";"AT5G63620";"oxidoreductase, zinc-binding dehydrogenase family protein"
"247357_at";2457;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3056;"0,0003";"0";"AT5G63710";"leucine-rich repeat transmembrane protein kinase, putative"
"247377_at";2477;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4958;"0.0062";"0,0001";"AT5G63180";"pectate lyase family protein"
"247394_at";2494;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5295;"0.0211";"0,0003";"AT5G62860";"F-box family protein-related"
"247399_at";2499;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5456;"0.0109";"0,0003";"AT5G62960";"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G10660.3); similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G10660.1); similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G10660.4); similar to unnamed protein product [Vitis vinifera] (GB:CAO64308.1)"
"247406_at";2506;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.0077;"0";"0";"AT5G62920";"ARR6 (RESPONSE REGULATOR 6); transcription regulator/ two-component response regulator"
"247412_at";2512;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4537;"0.0352";"0,0007";"AT5G63010";"WD-40 repeat family protein"
"247433_at";2533;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5222;"0.0172";"0,0002";"AT5G62540";"UBC3 (UBIQUITIN-CONJUGATING ENZYME 3); ubiquitin-protein ligase"
"247436_at";2536;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.8019;"0.0018";"0";"AT5G62530";"ALDH12A1 (Aldehyde dehydrogenase 12A1); 1-pyrroline-5-carboxylate dehydrogenase/ 3-chloroallyl aldehyde dehydrogenase"
"247440_at";2540;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6937;"0.0517";"0.0024";"AT5G62680";"proton-dependent oligopeptide transport (POT) family protein"
"247443_at";2543;0.4943;"0.0935";"0,0007";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT5G62720";"integral membrane HPP family protein"
"247444_at";2544;2.1866;"0.0704";"0,0004";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT5G62630";"HIPL2 (HIPL2 PROTEIN PRECURSOR); catalytic"
"247461_at";2561;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6353;"0.0301";"0.0012";"AT5G62100";"ATBAG2 (ARABIDOPSIS THALIANA BCL-2-ASSOCIATED ATHANOGENE 2)"
"247471_at";2571;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.589;"0.0184";"0,0006";"AT5G62230";"ERL1 (ERECTA-LIKE 1); kinase"
"247474_at";2574;0.2424;"0.0043";"0";0.3038;0.0506;"0";0.1222;0.0064;"0";0.134;"0";"0";"AT5G62280";"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G45360.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO49726.1); contains InterPro domain Protein of unknown function DUF1442 (InterPro:IPR009902)"
"247487_at";2587;2.0754;"0.0789";"0,0005";NA;NA;NA;4.8561;0.0148;"0";1.3682;"0.0653";"0.0019";"AT5G62150";"peptidoglycan-binding LysM domain-containing protein"
"247490_at";2590;30.9175;"0";"0";NA;NA;NA;NA;NA;NA;235.2749;"0";"0";"AT5G61850";"LFY (LEAFY); transcription factor"
"247514_at";2614;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4441;"0.0373";"0,0008";"AT5G61640";"PMSR1 (PEPTIDEMETHIONINE SULFOXIDE REDUCTASE 1); peptide-methionine-(S)-S-oxide reductase"
"247518_at";2618;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3569;"0.0714";"0.0022";"AT5G61800";"pentatricopeptide (PPR) repeat-containing protein"
